filename,aesthetic_score
Dutt_00008_.png,16.506479263305664
TokTok_00004_.png,16.250476837158203
Dutt_00003_.png,16.198701858520508
Gong_00004_.png,16.124094009399414
Gong_00006_.png,16.10481071472168
Dutt_00006_.png,16.03668975830078
Byur_00009_.png,15.743912696838379
Dutt_00009_.png,15.541590690612793
Dutt_00001_.png,15.496687889099121
Gluduk_00008_.png,15.378454208374023
Gluduk_00006_.png,15.299614906311035
Gong_00002_.png,15.219057083129883
Dutt_00005_.png,15.034384727478027
Dutt_00004_.png,15.015372276306152
Gong_00008_.png,14.9704008102417
Dutt_00007_.png,14.92502212524414
Byur_00006_.png,14.89876651763916
Gong_00003_.png,14.81804084777832
Byur_00004_.png,14.660760879516602
Byur_00002_.png,14.642799377441406
Dutt_00010_.png,14.631975173950195
Byur_00005_.png,14.54876708984375
Gong_00010_.png,14.546507835388184
Byur_00008_.png,14.50493049621582
TokTok_00010_.png,14.386564254760742
TokTok_00006_.png,14.355722427368164
Gluduk_00005_.png,14.188267707824707
Gluduk_00010_.png,14.096959114074707
Byur_00001_.png,14.020538330078125
Byur_00007_.png,13.96347713470459
Gong_00001_.png,13.955118179321289
Gluduk_00009_.png,13.84843635559082
Gluduk_00003_.png,13.684103012084961
Gong_00009_.png,13.553017616271973
Dutt_00002_.png,13.518506050109863
Gluduk_00001_.png,13.191333770751953
Byur_00010_.png,13.025983810424805
Ting_00002_.png,13.023659706115723
Gong_00005_.png,13.011760711669922
TokTok_00003_.png,12.955951690673828
Gluduk_00004_.png,12.867162704467773
Byur_00003_.png,12.812939643859863
Ting_00004_.png,12.712296485900879
TokTok_00001_.png,12.632122993469238
Ting_00006_.png,12.5216646194458
Gong_00007_.png,12.47589111328125
Gluduk_00002_.png,12.470216751098633
Gluduk_00007_.png,12.181570053100586
TokTok_00007_.png,12.083351135253906
TokTok_00005_.png,11.963285446166992
TokTok_00002_.png,11.928747177124023
Ting_00005_.png,11.899967193603516
TokTok_00009_.png,11.774559020996094
Ting_00003_.png,11.136033058166504
Ting_00008_.png,11.134071350097656
TokTok_00008_.png,10.964122772216797
Ting_00009_.png,9.89484977722168
Ting_00001_.png,9.187383651733398
Ting_00010_.png,9.065574645996094
Ting_00007_.png,8.361773490905762
