filename,aesthetic_score
Gluduk_00004_.png,18.234725952148438
Gluduk_00005_.png,18.21747589111328
Gluduk_00001_.png,17.95472526550293
Gluduk_00010_.png,17.45929718017578
Dutt_00010_.png,17.1361083984375
Gluduk_00009_.png,17.0628662109375
Gluduk_00007_.png,16.819303512573242
Dutt_00008_.png,16.745332717895508
Dutt_00009_.png,16.649215698242188
Dutt_00005_.png,16.532854080200195
Gluduk_00002_.png,16.22248649597168
Ting_00001_.png,15.899467468261719
Ting_00004_.png,15.79912281036377
Byur_00008_.png,15.606966972351074
Gong_00006_.png,15.48200798034668
Dutt_00007_.png,15.242301940917969
Dutt_00004_.png,15.239916801452637
Gong_00005_.png,15.186305046081543
Ting_00003_.png,15.173931121826172
Gong_00004_.png,15.166375160217285
Gluduk_00008_.png,15.149530410766602
Gong_00008_.png,15.101298332214355
Dutt_00001_.png,15.043161392211914
Dutt_00003_.png,14.956304550170898
Ting_00009_.png,14.88629150390625
Gong_00010_.png,14.766529083251953
Gong_00001_.png,14.726707458496094
Gong_00009_.png,14.693641662597656
Ting_00010_.png,14.679182052612305
Gong_00007_.png,14.47624683380127
Gong_00002_.png,14.449784278869629
Byur_00009_.png,14.360702514648438
Gluduk_00003_.png,14.353290557861328
Ting_00008_.png,14.233665466308594
Ting_00005_.png,14.134476661682129
TokTok_00005_.png,14.091920852661133
Byur_00006_.png,13.876896858215332
Gluduk_00006_.png,13.804167747497559
Byur_00001_.png,13.510030746459961
Ting_00006_.png,13.467730522155762
Byur_00002_.png,13.456439971923828
TokTok_00007_.png,13.377636909484863
Byur_00007_.png,13.303825378417969
Dutt_00002_.png,13.28641128540039
Byur_00010_.png,13.089020729064941
Byur_00003_.png,12.85368824005127
TokTok_00003_.png,12.797286987304688
TokTok_00004_.png,12.643278121948242
TokTok_00006_.png,12.552306175231934
TokTok_00001_.png,12.413922309875488
TokTok_00002_.png,12.400191307067871
TokTok_00010_.png,12.376423835754395
Ting_00002_.png,12.362923622131348
TokTok_00009_.png,12.284623146057129
Dutt_00006_.png,12.052754402160645
Ting_00007_.png,11.935139656066895
Byur_00004_.png,11.714309692382812
Byur_00005_.png,11.463228225708008
Gong_00003_.png,11.224191665649414
TokTok_00008_.png,10.742767333984375
