filename,aesthetic_score
Gluduk_00003_.png,16.35047149658203
Gluduk_00010_.png,15.931640625
Duttt_00002_.png,15.710015296936035
Gongg_00005_.png,15.427639961242676
Duttt_00009_.png,15.370367050170898
Gluduk_00009_.png,15.053929328918457
Gluduk_00008_.png,14.979666709899902
Gluduk_00004_.png,14.66880989074707
Gluduk_00005_.png,14.21037769317627
Gongg_00008_.png,14.209887504577637
Gongg_00007_.png,14.197771072387695
Gluduk_00007_.png,14.170324325561523
Duttt_00006_.png,14.056098937988281
Duttt_00005_.png,13.991415023803711
Gluduk_00002_.png,13.984419822692871
Duttt_00007_.png,13.948103904724121
Duttt_00010_.png,13.786467552185059
Duttt_00001_.png,13.205144882202148
Gongg_00006_.png,13.136709213256836
Gluduk_00006_.png,13.082596778869629
Duttt_00004_.png,13.003990173339844
TokTok_00004_.png,12.971487998962402
Gluduk_00001_.png,12.781672477722168
Gongg_00003_.png,12.708579063415527
TokTok_00010_.png,12.661084175109863
TokTok_00006_.png,12.636560440063477
Byur_00006_.png,12.598183631896973
Gongg_00009_.png,12.586010932922363
Byur_00008_.png,12.526973724365234
Ting_00006_.png,12.437898635864258
Ting_00001_.png,12.367989540100098
Byur_00010_.png,12.2677583694458
TokTok_00002_.png,12.242074012756348
Ting_00010_.png,12.195101737976074
Byur_00004_.png,12.019851684570312
Gongg_00004_.png,11.9922456741333
Gongg_00002_.png,11.698554039001465
Byur_00007_.png,11.595335960388184
TokTok_00007_.png,11.566701889038086
TokTok_00003_.png,11.509593963623047
Duttt_00008_.png,11.456389427185059
Ting_00007_.png,11.433950424194336
Gongg_00001_.png,11.359938621520996
Byur_00003_.png,11.24386215209961
Ting_00002_.png,11.228370666503906
Byur_00001_.png,11.15750789642334
Byur_00009_.png,11.094136238098145
Gongg_00010_.png,11.038107872009277
Byur_00002_.png,10.962279319763184
Ting_00003_.png,10.85767936706543
Byur_00005_.png,10.79243278503418
Ting_00009_.png,10.74502182006836
Ting_00005_.png,10.656672477722168
TokTok_00008_.png,10.430947303771973
Duttt_00003_.png,10.194845199584961
TokTok_00001_.png,10.106389045715332
TokTok_00009_.png,9.81307315826416
Ting_00008_.png,9.718757629394531
TokTok_00005_.png,9.454833984375
Ting_00004_.png,9.388669967651367
